message,label
can you help me to transit till month,5.00
How can i be get a solicitation for card engendered?,2.00
can you show my acc num,14.00
Please tell me 4 transactions trans,27.00
please can you help me to show mobile,20.00
provide me your representation,32.00
please assist to overcome me mobile num,20.00
assist to give whether or not my account is revoked,11.00
Where to see 3 activities for accounts?,27.00
please can you help me to find balance,12.00
Where to display 14 my accounts activities for accounts?,27.00
please assist to transit my contact,4.00
can you surrogate my contact,4.00
can you prepare my user name,23.00
assist me to provide whether or not account is actived,11.00
provoke bank card appeal,2.00
can you provoke a solicitation for card,2.00
can you provide me my card desire status,18.00
please assist to search my my balance,12.00
can you please find my charges inquiry of visa card,10.00
12 see accounts activities,27.00
assist to show my balance of acc number,12.00
What are the options to move some amount to some other bank account?,26.00
on atm card atm Passcode,0.00
assist to provide me master card closing,1.00
assist me to show me my contact number,20.00
please can you help me to change me permenant addr,5.00
Where to give a/c activities for a/c?,27.00
assist to prepare my mobile no,20.00
please assist to check me my master card bal,12.00
please assist me to make application for card,2.00
please help me to Change my atm card pass num,24.00
How much do you charge to my credit card?,10.00
assist to get me my acc number,14.00
please assist me to obtain my accounts 12 activity summary,27.00
provide me your portraiture,32.00
please can you help me to give rise to a demand for card,2.00
3 come with my accounts activity summary,27.00
please send my liquid to other bank account,26.00
can you help me to get me my master card cost inquiry,10.00
please can you help me to refinement my mobile no,4.00
please assist to find atm card balance,12.00
catch me my registered mail id,21.00
10 search a/c activities,27.00
please assist me to modulation my pass-code,6.00
Where to display 3 activity summary for accounts?,27.00
please assist to check me bank card fees,10.00
come with master card details,16.00
assist me to display me my a card demand status,18.00
assist me to search account status,11.00
yes get me some time,39.00
please originate a solicitation for card,2.00
display cvv,22.00
please assist me to display me card status,19.00
assist to catch me acc no,14.00
can you overcome Account details,13.00
can you help me to get me my expiry year,22.00
assist me to display me debit card disabled,1.00
please obtain registered mail,21.00
please help me to initiate my debit card,0.00
please change passwod,7.00
I want someone to help me prepare any my accounts activity summary and summary for every activity of my account,27.00
can you help me to get whether or not account is active,11.00
please assist to obtain my bal of card,12.00
assist me to obtain me acc details,13.00
Is there any charge for registering a complaint for my card lost?,25.00
please can you help me to find me card application status,18.00
assist me to no longer need master card pin,1.00
help me to give my card closed,1.00
please assist to come with me my registered mail,21.00
give master card all details,16.00
can i get fees inquiry for visa card,10.00
can you please get me my expiry year turned,5.00
All right,39.00
setoff my visa card activation keys,1.00
convey me presentment,32.00
Please tell me 2 accounts activity summary trans,27.00
can you please give me accounts 7 activities,27.00
okk thanks,37.00
please assist to show me balance of master card,12.00
help me to find me my debit card fees,10.00
please turn to username,8.00
please can you help me to set up offer for card,2.00
Where to view 10 my a/c transactions for accounts?,27.00
help me to correct my card num,5.00
I have missing my visa card and I want to deactivate it,25.00
Please tell me 14 my a/c activity history transactions,27.00
assist me to find me visa card enabled,0.00
Where to obtain any my accounts activity summary for accounts?,27.00
assist me to show my registered mail,21.00
what are the procedure for turn on visa card atm password,0.00
bear a bank card appeal,2.00
